timestamp,PC,PCD,CH_data
1637046906372,8,30,28376 35443 27028 32916 32700 94 32742 28
1637046906414,9,77,28376 35443 27010 32906 32659 98 32739 31
1637046906414,10,0,28376 35443 26995 32897 32621 103 32736 33
1637046906414,11,1,28376 35443 26981 32890 32585 109 32733 35
1637046906416,12,0,28376 35443 26969 32883 32552 114 32730 37
1637046906417,13,0,28376 35443 26958 32878 32524 120 32727 39
1637046906416,14,0,28376 35443 26949 32873 32500 127 32724 41
1637046906417,15,2,28376 35443 26941 32869 32481 133 32721 42
1637046906416,16,103,28376 35443 26934 32865 32466 140 32719 43
1637046906417,17,97,28376 35443 26929 32862 32456 147 32716 44
1637046906416,18,49,28376 35443 26925 32859 32450 154 32714 45
1637046906418,19,24,28376 35443 26922 32857 32448 161 32712 46
1637046906418,20,130,28376 35443 26921 32856 32449 169 32711 46
1637046906418,21,149,28376 35443 26921 32855 32454 176 32710 46
1637046906458,22,85,28376 35443 26921 32855 32460 183 32710 46
1637046906458,23,1,28376 35443 26923 32856 32468 190 32711 46
1637046906458,24,30,28376 35443 26925 32857 32478 197 32713 45
1637046906460,25,77,28376 35443 26927 32858 32489 203 32715 45
1637046906461,26,0,28376 35443 26930 32860 32501 210 32718 44
1637046906460,27,2,28376 35443 26934 32862 32513 216 32722 43
1637046906461,28,0,28376 35443 26939 32865 32526 222 32726 42
1637046906460,29,0,28376 35443 26944 32867 32539 227 32731 41
1637046906461,30,0,28376 35443 26950 32871 32553 232 32737 39
1637046906505,31,0,28376 35443 26956 32874 32566 237 32743 38
1637046906505,32,0,28376 35443 26962 32878 32579 241 32749 37
1637046906505,33,0,28376 35443 26969 32882 32592 245 32755 35
1637046906505,34,0,28376 35443 26977 32887 32606 248 32762 34
1637046906507,35,0,28376 35443 26984 32892 32619 251 32768 33
1637046906507,36,0,28376 35443 26992 32897 32632 254 32773 31
1637046906508,37,0,28376 35443 27000 32902 32645 256 32779 30
1637046906507,38,17,28376 35443 27009 32908 32657 258 32785 29
1637046906507,39,1,28376 35443 27017 32913 32670 259 32791 28
1637046906508,40,30,28376 35443 27025 32919 32683 260 32796 27
1637046906507,41,79,28376 35443 27034 32924 32695 261 32800 26
1637046906507,42,0,28376 35443 27043 32930 32708 261 32804 25
1637046906508,43,3,28376 35443 27052 32936 32721 262 32807 24
1637046906549,44,0,28376 35443 27061 32941 32734 261 32809 23
1637046906549,45,0,28376 35443 27070 32947 32747 261 32811 23
1637046906549,46,0,28376 35443 27078 32953 32760 260 32812 22
1637046906550,47,0,28376 35443 27086 32958 32771 259 32813 22
1637046906550,48,0,28376 35443 27094 32964 32782 258 32813 22
1637046906550,49,0,28376 35443 27101 32969 32793 256 32812 22
1637046906550,50,0,28376 35443 27108 32974 32802 255 32811 22
1637046906551,51,0,28376 35443 27115 32979 32809 253 32810 22
1637046906551,52,0,28376 35443 27122 32983 32814 251 32808 22
1637046906551,53,0,28376 35443 27128 32987 32817 249 32805 22
1637046906594,54,17,28376 35443 27135 32990 32818 247 32802 23
1637046906594,55,1,28376 35443 27141 32993 32816 244 32799 23
1637046906594,56,10,28376 35443 27147 32996 32813 241 32795 24
1637046906596,57,79,28376 35443 27153 32998 32808 238 32791 25
1637046906596,58,0,28376 35443 27158 33000 32801 235 32787 25
1637046906596,59,4,28376 35443 27163 33002 32792 232 32782 26
1637046906596,60,0,28376 35443 27167 33004 32783 229 32777 27
1637046906596,61,0,28376 35443 27170 33006 32774 225 32772 27
1637046906596,62,0,28376 35443 27173 33007 32765 221 32768 28
1637046906597,63,0,28376 35443 27176 33009 32755 217 32763 29
1637046906597,0,111,28376 35443 27179 33010 32745 213 32758 30
1637046906597,1,65,28376 35443 27181 33010 32736 208 32754 31
1637046906597,2,177,28376 35443 27182 33011 32728 204 32749 32
1637046906639,3,24,28376 35443 27184 33011 32721 199 32746 32
1637046906639,4,244,28376 35443 27185 33011 32714 194 32742 33
1637046906639,5,139,28376 35443 27186 33011 32709 189 32739 34
1637046906640,6,85,28376 35443 27187 33011 32704 183 32737 34
1637046906641,7,1,28376 35443 27188 33012 32700 178 32735 35
1637046906640,8,30,28376 35443 27189 33012 32698 172 32734 36
1637046906641,9,77,28376 35443 27190 33012 32695 166 32734 36
1637046906640,10,0,28376 35443 27190 33013 32694 160 32734 36
1637046906641,11,1,28376 35443 27191 33013 32694 154 32735 37
1637046906642,12,0,28376 35443 27192 33013 32695 148 32737 37
1637046906642,13,0,28376 35443 27192 33014 32697 141 32739 37
1637046906642,14,0,28376 35443 27193 33014 32699 135 32741 37
1637046906684,15,2,28376 35443 27194 33014 32704 128 32744 38
1637046906684,16,100,28376 35443 27195 33014 32709 122 32748 38
1637046906684,17,97,28376 35443 27196 33015 32716 115 32752 37
1637046906684,18,49,28376 35443 27197 33015 32724 109 32756 37
1637046906685,19,24,28376 35443 27198 33016 32733 102 32761 37
1637046906686,20,130,28376 35443 27200 33018 32744 96 32766 37
1637046906685,21,154,28376 35443 27201 33019 32756 90 32769 36
1637046906686,22,85,28376 35443 27203 33020 32768 84 32774 36
1637046906685,23,1,28376 35443 27205 33021 32782 78 32779 35
1637046906686,24,30,28376 35443 27208 33022 32796 72 32784 35
1637046906729,25,77,28376 35443 27211 33023 32811 66 32788 34
1637046906729,26,0,28376 35443 27213 33024 32826 61 32792 34
1637046906729,27,2,28376 35443 27216 33024 32840 56 32795 33
1637046906730,28,0,28376 35443 27220 33025 32852 51 32798 32
1637046906730,29,0,28376 35443 27223 33026 32863 47 32800 32
1637046906730,30,0,28376 35443 27226 33027 32872 42 32802 31
1637046906731,31,0,28376 35443 27230 33029 32877 38 32803 30
1637046906731,32,0,28376 35443 27235 33031 32880 35 32804 29
1637046906731,33,0,28376 35443 27239 33033 32879 32 32804 29
1637046906731,34,0,28376 35443 27243 33035 32875 29 32804 28
1637046906732,35,0,28376 35443 27247 33037 32867 26 32803 27
1637046906732,36,0,28376 35443 27251 33040 32856 24 32802 26
1637046906732,37,0,28376 35443 27255 33042 32841 22 32800 25
1637046906774,38,17,28376 35443 27259 33044 32823 21 32797 25
1637046906774,39,1,28376 35443 27263 33046 32803 20 32795 24
1637046906774,40,30,28376 35443 27267 33049 32780 19 32791 23
1637046906775,41,79,28376 35443 27271 33052 32756 18 32788 23
1637046906775,42,0,28376 35443 27276 33054 32729 18 32784 22
1637046906775,43,3,28376 35443 27280 33058 32701 18 32781 21
1637046906778,44,0,28376 35443 27285 33061 32672 18 32777 21
1637046906778,45,0,28376 35443 27290 33064 32642 19 32773 20
1637046906778,46,0,28376 35443 27295 33067 32612 20 32769 20
1637046906834,47,0,28376 35443 27299 33070 32582 21 32766 20
1637046906834,48,0,28376 35443 27304 33073 32553 23 32762 19
1637046906834,49,0,28376 35443 27308 33075 32527 24 32758 19
1637046906834,50,0,28376 35443 27312 33078 32503 26 32755 19
1637046906835,51,0,28376 35443 27317 33081 32484 28 32752 18
1637046906836,52,0,28376 35443 27321 33084 32470 30 32750 18
1637046906835,53,0,28376 35443 27325 33087 32462 32 32749 18
1637046906836,54,17,28376 35443 27330 33090 32459 35 32749 18
1637046906835,55,1,28376 35443 27334 33093 32460 37 32750 18
1637046906836,56,10,28376 35443 27338 33096 32467 40 32752 18
1637046906837,57,79,28376 35443 27342 33098 32476 42 32755 18
1637046906837,58,0,28376 35443 27347 33101 32487 45 32760 18
1637046906837,59,4,28376 35443 27351 33103 32499 48 32765 18
1637046906838,60,0,28376 35443 27355 33105 32510 50 32770 18
1637046906838,61,0,28376 35443 27359 33108 32519 53 32777 19
1637046906838,62,0,28376 35443 27363 33110 32527 56 32784 19
1637046906879,63,0,28376 35443 27367 33112 32532 59 32792 19
1637046906879,0,111,28376 35443 27371 33113 32536 62 32799 19
1637046906879,1,65,28376 35443 27375 33115 32538 65 32806 20
1637046906879,2,177,28376 35443 27378 33117 32538 69 32812 20
1637046906881,3,24,28376 35443 27381 33118 32539 72 32817 20
1637046906881,4,244,28376 35443 27384 33120 32541 75 32821 20
1637046906881,5,139,28376 35443 27389 33121 32544 79 32824 20
1637046906881,6,85,28376 35443 27392 33123 32551 82 32827 21
1637046906881,7,1,28376 35443 27395 33125 32561 86 32828 21
1637046906881,8,30,28376 35443 27398 33126 32574 90 32829 21
1637046906883,9,77,28376 35443 27401 33128 32591 94 32829 21
1637046906883,10,0,28376 35443 27403 33130 32612 98 32828 21
1637046906883,11,1,28376 35443 27405 33133 32635 102 32827 21
1637046906924,12,0,28376 35443 27409 33135 32662 107 32826 21
1637046906924,13,0,28376 35443 27412 33138 32690 112 32825 21
1637046906924,14,0,28376 35443 27414 33140 32721 116 32824 21
1637046906926,15,2,28376 35443 27418 33143 32752 121 32823 21
1637046906927,16,100,28376 35443 27422 33144 32784 127 32822 21
1637046906926,17,97,28376 35443 27424 33145 32816 132 32821 21
1637046906927,18,49,28376 35443 27426 33146 32850 137 32821 21
1637046906926,19,24,28376 35443 27426 33145 32882 143 32820 21
1637046906927,20,130,28376 35443 27424 33144 32914 148 32819 21
1637046906926,21,154,28376 35443 27421 33141 32946 154 32818 21
1637046906971,22,85,28376 35443 27415 33137 32976 159 32818 21
1637046906971,23,1,28376 35443 27407 33132 33004 165 32817 21
1637046906971,24,30,28376 35443 27396 33125 33032 170 32816 21
1637046906972,25,77,28376 35443 27384 33116 33058 176 32814 21
1637046906972,26,0,28376 35443 27370 33105 33083 181 32813 21
1637046906972,27,2,28376 35443 27354 33093 33106 186 32812 22
1637046906972,28,0,28376 35443 27334 33079 33127 191 32811 22
1637046906972,29,0,28376 35443 27311 33064 33146 196 32809 22
1637046906972,30,0,28376 35443 27287 33048 33163 201 32808 22
1637046906974,31,0,28376 35443 27260 33031 33177 205 32807 23
1637046906974,32,0,28376 35443 27232 33014 33188 208 32805 23
1637046906974,33,0,28376 35443 27204 32996 33194 212 32804 24
1637046906974,34,0,28376 35443 27175 32977 33197 215 32802 24
1637046907029,35,0,28376 35443 27145 32959 33195 218 32800 25
1637046907029,36,0,28376 35443 27115 32940 33188 220 32799 26
1637046907029,37,0,28376 35443 27084 32921 33176 222 32797 26
1637046907031,38,17,28376 35443 27053 32903 33159 224 32794 27
1637046907032,39,1,28376 35443 27022 32885 33137 225 32792 28
1637046907031,40,30,28376 35443 26992 32868 33110 226 32790 29
1637046907032,41,79,28376 35443 26962 32851 33080 226 32789 30
1637046907031,42,0,28376 35443 26934 32835 33045 226 32787 31
1637046907032,43,3,28376 35443 26907 32820 33008 226 32785 32
1637046907033,44,0,28376 35443 26881 32806 32970 226 32784 33
1637046907033,45,0,28376 35443 26856 32792 32929 225 32782 35
1637046907033,46,0,28376 35443 26833 32780 32889 225 32780 36
1637046907074,47,0,28376 35443 26811 32768 32848 224 32779 37
1637046907074,48,0,28376 35443 26791 32757 32809 224 32777 38
1637046907074,49,0,28376 35443 26772 32747 32771 223 32775 39
1637046907074,50,0,28376 35443 26755 32738 32737 222 32772 40
1637046907076,51,0,28376 35443 26740 32729 32705 222 32770 41
1637046907076,52,0,28376 35443 26727 32722 32676 221 32768 42
1637046907076,53,0,28376 35443 26715 32715 32651 221 32765 43
1637046907076,54,17,28376 35443 26704 32710 32631 221 32762 44
1637046907076,55,1,28376 35443 26695 32705 32614 221 32758 45
1637046907076,56,10,28376 35443 26688 32701 32601 222 32755 46
1637046907078,57,79,28376 35443 26681 32697 32592 222 32751 47
1637046907079,58,0,28376 35443 26675 32695 32586 223 32748 47
1637046907078,59,4,28376 35443 26671 32692 32583 224 32744 48
1637046907079,60,0,28376 35443 26667 32691 32582 226 32741 48
1637046907078,61,0,28376 35443 26665 32690 32584 227 32738 48
1637046907079,62,0,28376 35443 26663 32689 32587 229 32736 48
1637046907149,63,0,28376 35443 26663 32689 32591 231 32735 48
1637046907149,0,111,28376 35443 26663 32689 32595 233 32734 48
1637046907149,1,65,28376 35443 26665 32689 32601 235 32734 48
1637046907149,2,177,28376 35443 26666 32691 32606 237 32734 48
1637046907151,3,24,28376 35443 26668 32692 32611 239 32736 47
1637046907151,4,244,28376 35443 26670 32693 32616 241 32738 47
1637046907151,5,139,28376 35443 26673 32695 32620 243 32741 46
1637046907151,6,85,28376 35443 26676 32697 32624 245 32744 45
1637046907151,7,1,28376 35443 26680 32700 32626 247 32748 44
1637046907151,8,30,28376 35443 26684 32704 32628 249 32752 43
1637046907153,9,77,28376 35443 26688 32707 32630 250 32756 42
1637046907153,10,0,28376 35443 26693 32710 32630 251 32761 41
1637046907153,11,1,28376 35443 26698 32714 32630 252 32766 39
1637046907153,12,0,28376 35443 26703 32717 32630 253 32770 38
1637046907153,13,0,28376 35443 26709 32721 32629 253 32774 37
1637046907153,14,0,28376 35443 26715 32724 32628 253 32779 35
1637046907154,15,2,28376 35443 26721 32727 32628 252 32782 34
1637046907154,16,91,28376 35443 26728 32731 32628 252 32786 32
1637046907154,17,97,28376 35443 26734 32733 32628 251 32789 31
1637046907154,18,49,28376 35443 26740 32736 32630 249 32791 29
1637046907194,19,24,28376 35443 26746 32739 32633 247 32793 28
1637046907194,20,130,28376 35443 26753 32741 32637 245 32794 26
1637046907194,21,169,28376 35443 26759 32744 32643 242 32794 25
1637046907196,22,85,28376 35443 26765 32747 32651 239 32794 23
1637046907197,23,1,28376 35443 26771 32750 32660 236 32793 22
1637046907196,24,30,28376 35443 26777 32753 32671 233 32791 21
1637046907197,25,77,28376 35443 26783 32756 32682 229 32789 19
1637046907196,26,0,28376 35443 26788 32758 32694 225 32787 18
1637046907197,27,2,28376 35443 26793 32761 32707 221 32784 17
1637046907240,28,0,28376 35443 26797 32763 32719 216 32782 16
1637046907240,29,0,28376 35443 26802 32766 32732 212 32779 15
1637046907240,30,0,28376 35443 26805 32767 32743 207 32776 14
1637046907242,31,0,28376 35443 26809 32769 32754 202 32773 14
1637046907242,32,0,28376 35443 26812 32770 32764 197 32770 13
1637046907242,33,0,28376 35443 26815 32771 32771 192 32768 12
1637046907242,34,0,28376 35443 26818 32772 32779 187 32765 12
1637046907242,35,0,28376 35443 26820 32772 32784 182 32763 12
1637046907242,36,0,28376 35443 26821 32773 32789 177 32760 11
1637046907242,37,0,28376 35443 26823 32774 32792 172 32758 11
1637046907285,38,17,28376 35443 26824 32774 32794 167 32756 11
1637046907285,39,1,28376 35443 26825 32775 32795 162 32754 11
1637046907285,40,30,28376 35443 26826 32776 32796 157 32753 11
1637046907286,41,79,28376 35443 26827 32776 32796 152 32751 11
1637046907287,42,0,28376 35443 26828 32777 32796 148 32750 11
1637046907286,43,3,28376 35443 26828 32777 32796 143 32749 11
1637046907287,44,0,28376 35443 26829 32777 32796 139 32748 12
1637046907286,45,0,28376 35443 26829 32777 32796 135 32747 12
1637046907287,46,0,28376 35443 26829 32778 32796 131 32747 12
1637046907288,47,0,28376 35443 26829 32778 32797 127 32746 13
1637046907288,48,0,28376 35443 26829 32779 32797 123 32746 13
1637046907288,49,0,28376 35443 26830 32779 32798 120 32746 14
1637046907288,50,0,28376 35443 26830 32780 32798 116 32745 14
1637046907390,51,0,28376 35443 26830 32781 32799 113 32745 14
1637046907390,52,0,28376 35443 26831 32782 32799 109 32745 15
1637046907390,53,0,28376 35443 26832 32783 32799 106 32745 15
1637046907391,54,17,28376 35443 26832 32784 32799 103 32744 16
1637046907392,55,1,28376 35443 26833 32785 32799 100 32744 16
1637046907391,56,10,28376 35443 26834 32786 32798 97 32744 16
1637046907392,57,79,28376 35443 26835 32787 32798 94 32744 17
1637046907391,58,0,28376 35443 26837 32788 32798 91 32743 17
1637046907392,59,4,28376 35443 26839 32790 32798 89 32743 17
1637046907393,60,0,28376 35443 26841 32792 32799 86 32743 17
1637046907394,61,0,28376 35443 26844 32794 32800 83 32742 18
1637046907393,62,0,28376 35443 26847 32796 32802 80 32742 18
1637046907394,63,0,28376 35443 26851 32799 32805 78 32741 18
1637046907393,0,111,28376 35443 26855 32802 32808 75 32741 18
1637046907394,1,65,28376 35443 26858 32805 32811 73 32740 18
1637046907393,2,177,28376 35443 26861 32809 32815 70 32740 18
1637046907395,3,24,28376 35443 26865 32813 32819 67 32740 18
1637046907396,4,244,28376 35443 26870 32817 32824 65 32739 18
1637046907395,5,139,28376 35443 26875 32821 32828 62 32739 18
1637046907396,6,85,28376 35443 26882 32826 32832 60 32739 18
1637046907395,7,1,28376 35443 26889 32831 32836 58 32738 18
1637046907396,8,30,28376 35443 26896 32836 32839 55 32738 18
1637046907397,9,77,28376 35443 26903 32840 32842 53 32738 18
1637046907397,10,0,28376 35443 26911 32845 32844 51 32737 18
1637046907397,11,1,28376 35443 26918 32849 32845 48 32737 18
1637046907397,12,0,28376 35443 26926 32854 32845 46 32737 18
1637046907397,13,0,28376 35443 26934 32859 32844 44 32737 18
1637046907397,14,0,28376 35443 26941 32863 32842 42 32736 18
1637046907449,15,2,28376 35443 26949 32867 32839 40 32736 18
1637046907449,16,91,28376 35443 26956 32871 32835 38 32735 18
1637046907449,17,97,28376 35443 26963 32874 32831 36 32735 18
1637046907449,18,49,28376 35443 26971 32878 32826 35 32734 18
1637046907451,19,24,28376 35443 26978 32880 32821 33 32734 18
1637046907451,20,130,28376 35443 26984 32883 32816 32 32733 18
1637046907451,21,169,28376 35443 26991 32885 32810 30 32732 18
1637046907451,22,85,28376 35443 26998 32888 32803 29 32731 18
1637046907451,23,1,28376 35443 27004 32890 32797 28 32730 18
1637046907451,24,30,28376 35443 27009 32892 32791 27 32730 18
1637046907453,25,77,28376 35443 27015 32894 32784 26 32729 18
1637046907453,26,0,28376 35443 27021 32896 32778 26 32729 18
1637046907453,27,2,28376 35443 27026 32898 32772 26 32729 19
1637046907454,28,0,28376 35443 27031 32900 32766 25 32729 19
1637046907454,29,0,28376 35443 27036 32903 32760 25 32729 19
1637046907454,30,0,28376 35443 27041 32906 32755 25 32730 20
1637046907495,31,0,28376 35443 27046 32909 32749 26 32731 20
1637046907495,32,0,28376 35443 27050 32912 32744 26 32732 20
1637046907495,33,0,28376 35443 27055 32915 32739 27 32733 21
1637046907495,34,0,28376 35443 27059 32918 32734 27 32735 21
1637046907497,35,0,28376 35443 27064 32921 32729 28 32737 22
1637046907498,36,0,28376 35443 27068 32924 32724 29 32739 22
1637046907497,37,0,28376 35443 27072 32927 32720 30 32741 23
1637046907498,38,17,28376 35443 27077 32930 32716 31 32743 23
1637046907497,39,1,28376 35443 27081 32932 32712 33 32745 24
1637046907498,40,30,28376 35443 27085 32935 32709 34 32748 24
1637046907540,41,79,28376 35443 27089 32937 32708 35 32750 25
1637046907540,42,0,28376 35443 27093 32940 32710 37 32753 26
1637046907540,43,3,28376 35443 27097 32943 32713 38 32756 26
1637046907541,44,0,28376 35443 27102 32946 32719 39 32759 27
1637046907541,45,0,28376 35443 27106 32949 32726 41 32763 27
1637046907541,46,0,28376 35443 27111 32951 32735 42 32767 28
1637046907541,47,0,28376 35443 27115 32954 32745 43 32770 29
1637046907541,48,0,28376 35443 27119 32957 32754 44 32774 29
1637046907541,49,0,28376 35443 27123 32959 32763 46 32779 30
1637046907541,50,0,28376 35443 27128 32962 32768 47 32783 30
1637046907543,51,0,28376 35443 27132 32965 32772 48 32788 31
1637046907543,52,0,28376 35443 27135 32968 32773 49 32792 31
1637046907543,53,0,28376 35443 27139 32970 32771 49 32796 32
1637046907585,54,17,28376 35443 27142 32973 32767 50 32800 32
1637046907585,55,1,28376 35443 27145 32975 32759 51 32803 33
1637046907585,56,10,28376 35443 27147 32978 32751 51 32805 33
1637046907585,57,79,28376 35443 27150 32980 32741 51 32807 33
1637046907586,58,0,28376 35443 27154 32982 32732 52 32807 34
1637046907585,59,4,28376 35443 27157 32985 32724 52 32807 34
1637046907586,60,0,28376 35443 27161 32987 32719 52 32806 34
1637046907585,61,0,28376 35443 27165 32989 32717 52 32805 34
1637046907586,62,0,28376 35443 27169 32991 32718 52 32803 34
1637046907659,63,0,28376 35443 27173 32993 32722 51 32801 34
1637046907659,0,111,28376 35443 27177 32996 32730 51 32799 34
1637046907659,1,65,28376 35443 27181 32998 32741 50 32797 34
1637046907659,2,177,28376 35443 27185 33000 32755 50 32795 34
1637046907661,3,24,28376 35443 27189 33002 32772 49 32794 34
1637046907661,4,244,28376 35443 27193 33004 32793 48 32793 33
1637046907661,5,139,28376 35443 27197 33006 32818 47 32793 33
1637046907661,6,85,28376 35443 27200 33008 32846 46 32793 33
1637046907661,7,1,28376 35443 27203 33008 32878 45 32794 32
1637046907661,8,30,28376 35443 27206 33009 32915 44 32795 32
1637046907663,9,77,28376 35443 27208 33009 32954 43 32796 31
1637046907664,10,0,28376 35443 27210 33008 32998 42 32798 31
1637046907663,11,1,28376 35443 27211 33006 33045 41 32800 30
1637046907664,12,0,28376 35443 27210 33003 33096 39 32802 30
1637046907663,13,0,28376 35443 27206 33000 33151 38 32805 29
1637046907664,14,0,28376 35443 27200 32994 33208 37 32808 29
1637046907665,15,2,28376 35443 27191 32988 33266 36 32811 28
1637046907665,16,91,28376 35443 27179 32980 33322 35 32815 28
1637046907665,17,97,28376 35443 27165 32970 33376 33 32819 27
1637046907665,18,49,28376 35443 27149 32959 33425 32 32823 26
1637046907666,19,24,28376 35443 27131 32946 33467 31 32827 26
1637046907666,20,130,28376 35443 27110 32933 33501 31 32831 25
1637046907666,21,169,28376 35443 27087 32918 33524 30 32835 25
1637046907705,22,85,28376 35443 27062 32903 33537 29 32839 25
1637046907705,23,1,28376 35443 27035 32887 33540 29 32842 24
1637046907705,24,30,28376 35443 27008 32870 33532 29 32846 24
1637046907707,25,77,28376 35443 26979 32853 33513 29 32849 24
1637046907707,26,0,28376 35443 26950 32836 33485 30 32852 23
1637046907707,27,2,28376 35443 26921 32819 33447 31 32855 23
1637046907707,28,0,28376 35443 26894 32803 33400 32 32857 23
1637046907707,29,0,28376 35443 26867 32786 33346 34 32860 23
1637046907707,30,0,28376 35443 26840 32771 33285 36 32863 23
1637046907794,31,0,28376 35443 26814 32756 33219 39 32866 23
1637046907794,32,0,28376 35443 26788 32741 33147 43 32869 23
1637046907794,33,0,28376 35443 26763 32727 33071 48 32871 23
1637046907794,34,0,28376 35443 26739 32714 32992 53 32874 23
1637046907796,35,0,28376 35443 26715 32702 32910 59 32877 24
1637046907796,36,0,28376 35443 26693 32690 32825 66 32880 24
1637046907796,37,0,28376 35443 26673 32679 32740 74 32883 24
1637046907796,38,17,28376 35443 26654 32669 32653 83 32885 25
1637046907796,39,1,28376 35443 26637 32660 32566 92 32888 26
1637046907796,40,30,28376 35443 26621 32652 32479 103 32890 26
1637046907799,41,79,28376 35443 26606 32645 32395 115 32891 27
1637046907799,42,0,28376 35443 26594 32638 32313 128 32892 28
1637046907799,43,3,28376 35443 26582 32633 32234 141 32891 29
1637046907799,44,0,28376 35443 26572 32628 32159 156 32889 30
1637046907799,45,0,28376 35443 26563 32625 32089 171 32886 31
1637046907799,46,0,28376 35443 26556 32622 32023 187 32882 33
1637046907800,47,0,28376 35443 26550 32619 31963 204 32876 34
1637046907800,48,0,28376 35443 26545 32618 31908 221 32868 36
1637046907800,49,0,28376 35443 26541 32617 31859 238 32860 37
1637046907800,50,0,28376 35443 26538 32616 31816 256 32849 39
1637046907801,51,0,28376 35443 26536 32616 31778 275 32838 41
1637046907801,52,0,28376 35443 26535 32617 31745 293 32826 43
1637046907801,53,0,28376 35443 26535 32618 31717 311 32813 44
1637046907840,54,17,28376 35443 26537 32620 31693 329 32799 47
1637046907840,55,1,28376 35443 26538 32621 31675 347 32785 49
1637046907840,56,10,28376 35443 26541 32624 31663 365 32771 51
1637046907842,57,79,28376 35443 26544 32626 31657 383 32758 53
1637046907842,58,0,28376 35443 26548 32628 31658 399 32746 56
1637046907842,59,4,28376 35443 26552 32631 31666 416 32734 58
1637046907842,60,0,28376 35443 26557 32634 31683 432 32723 60
1637046907842,61,0,28376 35443 26562 32636 31707 447 32713 63
1637046907842,62,0,28376 35443 26567 32639 31738 461 32705 66
1637046907844,63,0,28376 35443 26573 32643 31777 475 32699 68
1637046907844,0,111,28376 35443 26580 32646 31821 488 32694 71
1637046907844,1,65,28376 35443 26586 32650 31871 501 32691 73
1637046907844,2,177,28376 35443 26591 32654 31924 513 32690 76
1637046907884,3,24,28376 35443 26597 32658 31981 525 32691 78
1637046907884,4,244,28376 35443 26603 32662 32040 536 32693 81
1637046907884,5,139,28376 35443 26609 32666 32101 546 32697 83
1637046907885,6,85,28376 35443 26616 32669 32163 556 32702 85
1637046907885,7,1,28376 35443 26623 32673 32225 566 32709 87
1637046907885,8,30,28376 35443 26630 32676 32287 576 32717 89
1637046907886,9,77,28376 35443 26637 32680 32348 585 32727 91
1637046907886,10,0,28376 35443 26644 32684 32408 594 32736 93
1637046907886,11,1,28376 35443 26652 32689 32468 604 32747 94
1637046907931,12,0,28376 35443 26659 32693 32525 613 32758 95
1637046907931,13,0,28376 35443 26667 32697 32581 622 32768 96
1637046907931,14,0,28376 35443 26674 32701 32635 631 32778 97
1637046907932,15,2,28376 35443 26682 32706 32686 641 32789 98
1637046907933,16,84,28376 35443 26689 32710 32735 650 32798 99
1637046907932,17,97,28376 35443 26696 32715 32779 660 32808 99
1637046907933,18,49,28376 35443 26703 32719 32821 670 32816 99
1637046907932,19,24,28376 35443 26709 32723 32860 680 32823 99
1637046907933,20,130,28376 35443 26715 32726 32895 690 32830 98
1637046907932,21,182,28376 35443 26721 32729 32927 699 32835 98
1637046907974,22,85,28376 35443 26726 32732 32955 709 32839 97
1637046907974,23,1,28376 35443 26730 32735 32980 719 32842 96
1637046907974,24,30,28376 35443 26733 32737 33002 728 32844 95
1637046907975,25,77,28376 35443 26736 32739 33020 737 32844 93
1637046907976,26,0,28376 35443 26739 32741 33035 746 32843 92
1637046907975,27,2,28376 35443 26741 32742 33047 754 32841 90
1637046907976,28,0,28376 35443 26743 32743 33055 762 32837 88
1637046907975,29,0,28376 35443 26744 32744 33061 768 32833 86
1637046907976,30,0,28376 35443 26746 32745 33063 774 32827 84
1637046907977,31,0,28376 35443 26748 32746 33062 779 32821 82
1637046907977,32,0,28376 35443 26750 32747 33057 782 32813 80
1637046907977,33,0,28376 35443 26751 32748 33050 784 32805 77
1637046907977,34,0,28376 35443 26753 32749 33039 785 32796 75
1637046907978,35,0,28376 35443 26755 32750 33027 785 32787 73
1637046907978,36,0,28376 35443 26756 32750 33011 783 32777 70
1637046907978,37,0,28376 35443 26758 32751 32994 779 32768 68
1637046908020,38,17,28376 35443 26760 32752 32974 774 32758 65
1637046908020,39,1,28376 35443 26762 32753 32952 767 32747 63
1637046908020,40,30,28376 35443 26764 32754 32929 759 32737 60
1637046908020,41,79,28376 35443 26766 32755 32905 749 32726 58
1637046908021,42,0,28376 35443 26769 32756 32881 737 32716 56
1637046908020,43,3,28376 35443 26771 32757 32856 724 32706 54
1637046908021,44,0,28376 35443 26774 32758 32832 709 32696 52
1637046908020,45,0,28376 35443 26777 32759 32809 693 32687 50
1637046908021,46,0,28376 35443 26780 32761 32787 676 32678 48
1637046908094,47,0,28376 35443 26784 32763 32768 657 32670 46
1637046908094,48,0,28376 35443 26788 32765 32752 637 32663 45
1637046908094,49,0,28376 35443 26792 32767 32739 616 32658 43
1637046908094,50,0,28376 35443 26796 32770 32728 594 32653 42
1637046908096,51,0,28376 35443 26801 32773 32722 572 32649 41
1637046908097,52,0,28376 35443 26805 32776 32719 548 32647 40
1637046908096,53,0,28376 35443 26810 32780 32720 524 32646 39
1637046908097,54,17,28376 35443 26816 32783 32725 500 32646 38
1637046908096,55,1,28376 35443 26821 32787 32735 475 32648 38
1637046908097,56,10,28376 35443 26827 32790 32747 451 32650 37
1637046908098,57,79,28376 35443 26833 32795 32762 426 32654 37
1637046908099,58,0,28376 35443 26839 32799 32779 401 32659 37
1637046908098,59,4,28376 35443 26845 32803 32798 376 32664 37
