timestamp,PC,PCD,CH_data
1637046937813,51,0,28376 35443 27190 32720 32914 283 32792 48
1637046937814,52,0,28376 35443 27182 32714 32967 277 32797 47
1637046937814,53,0,28376 35443 27170 32707 33018 272 32801 46
1637046937813,54,17,28376 35443 27156 32698 33067 266 32806 45
1637046937814,55,1,28376 35443 27140 32687 33115 261 32810 44
1637046937814,56,10,28376 35443 27122 32675 33159 255 32814 42
1637046937813,57,79,28376 35443 27101 32661 33199 250 32819 41
1637046937814,58,0,28376 35443 27077 32645 33235 246 32823 40
1637046937814,59,4,28376 35443 27051 32629 33265 241 32827 39
1637046937901,60,0,28376 35443 27022 32611 33291 237 32830 38
1637046937901,61,0,28376 35443 26993 32593 33310 234 32833 36
1637046937901,62,0,28376 35443 26964 32574 33322 230 32836 35
1637046937902,63,0,28376 35443 26933 32555 33328 227 32838 34
1637046937903,0,111,28376 35443 26902 32536 33327 224 32840 33
1637046937902,1,65,28376 35443 26871 32518 33319 222 32840 32
1637046937903,2,177,28376 35443 26840 32499 33305 220 32841 31
1637046937902,3,25,28376 35443 26809 32481 33284 218 32840 29
1637046937903,4,92,28376 35443 26778 32464 33258 217 32839 28
1637046937902,5,139,28376 35443 26749 32447 33227 215 32838 27
1637046937905,6,85,28376 35443 26720 32431 33191 215 32836 26
1637046937906,7,1,28376 35443 26693 32416 33152 214 32833 25
1637046937905,8,30,28376 35443 26667 32402 33110 214 32830 25
1637046937906,9,77,28376 35443 26643 32389 33066 215 32827 24
1637046937905,10,0,28376 35443 26620 32377 33022 215 32823 23
1637046937906,11,1,28376 35443 26599 32366 32976 217 32818 22
1637046937907,12,0,28376 35443 26580 32356 32932 218 32813 22
1637046937907,13,0,28376 35443 26562 32347 32887 220 32808 21
1637046937907,14,0,28376 35443 26546 32339 32844 223 32802 21
1637046937946,15,2,28376 35443 26531 32332 32803 226 32797 21
1637046937946,16,98,28376 35443 26518 32326 32765 229 32791 21
1637046937946,17,97,28376 35443 26507 32321 32729 233 32786 21
1637046937946,18,49,28376 35443 26497 32317 32695 237 32781 21
1637046937948,19,24,28376 35443 26489 32313 32663 242 32776 21
1637046937948,20,202,28376 35443 26482 32311 32635 247 32771 21
1637046937949,21,157,28376 35443 26477 32308 32608 252 32768 22
1637046937948,22,85,28376 35443 26472 32307 32585 258 32764 22
1637046937948,23,1,28376 35443 26469 32305 32563 264 32760 23
1637046937949,24,30,28376 35443 26466 32304 32543 270 32757 24
1637046937948,25,77,28376 35443 26465 32304 32526 277 32755 25
1637046937948,26,0,28376 35443 26464 32304 32511 283 32753 26
1637046937949,27,2,28376 35443 26464 32304 32498 290 32751 27
1637046937950,28,0,28376 35443 26465 32305 32489 297 32750 28
1637046937950,29,0,28376 35443 26467 32306 32482 303 32749 30
1637046937950,30,0,28376 35443 26468 32306 32478 310 32749 31
1637046937991,31,0,28376 35443 26471 32307 32478 316 32750 32
1637046937991,32,0,28376 35443 26474 32308 32480 322 32751 34
1637046937991,33,0,28376 35443 26477 32310 32485 328 32752 35
1637046937991,34,0,28376 35443 26481 32312 32493 333 32754 37
1637046937992,35,0,28376 35443 26485 32314 32503 338 32756 38
1637046937992,36,0,28376 35443 26489 32316 32515 342 32758 39
1637046937992,37,0,28376 35443 26494 32318 32528 346 32761 41
1637046937992,38,17,28376 35443 26500 32321 32542 349 32764 42
1637046937992,39,1,28376 35443 26506 32324 32556 351 32767 43
1637046937992,40,30,28376 35443 26512 32328 32570 353 32769 44
1637046938036,41,79,28376 35443 26519 32331 32584 354 32773 45
1637046938036,42,0,28376 35443 26526 32336 32597 354 32777 46
1637046938036,43,3,28376 35443 26533 32340 32610 354 32781 47
1637046938037,44,0,28376 35443 26541 32345 32621 353 32785 48
1637046938038,45,0,28376 35443 26549 32350 32631 352 32789 48
1637046938037,46,0,28376 35443 26557 32355 32640 349 32793 48
1637046938038,47,0,28376 35443 26565 32360 32649 346 32797 49
1637046938037,48,0,28376 35443 26573 32365 32657 343 32800 49
1637046938038,49,0,28376 35443 26580 32369 32664 339 32803 49
1637046938037,50,0,28376 35443 26587 32373 32672 334 32806 48
1637046938040,51,0,28376 35443 26592 32378 32679 329 32807 48
1637046938040,52,0,28376 35443 26599 32382 32686 324 32809 47
1637046938040,53,0,28376 35443 26605 32386 32694 318 32809 47
1637046938081,54,17,28376 35443 26611 32390 32701 312 32808 46
1637046938081,55,1,28376 35443 26618 32394 32708 305 32807 45
1637046938081,56,10,28376 35443 26624 32399 32715 298 32804 44
1637046938083,57,79,28376 35443 26631 32402 32722 291 32801 42
1637046938084,58,0,28376 35443 26637 32406 32728 284 32797 41
1637046938083,59,4,28376 35443 26642 32410 32734 277 32792 40
1637046938084,60,0,28376 35443 26648 32413 32738 270 32787 38
1637046938083,61,0,28376 35443 26653 32416 32742 262 32781 36
1637046938084,62,0,28376 35443 26658 32419 32745 255 32775 35
1637046938365,63,0,28376 35443 26662 32421 32747 248 32769 33
1637046938365,0,111,28376 35443 26666 32423 32748 241 32764 31
1637046938365,1,65,28376 35443 26669 32425 32748 233 32759 30
1637046938365,2,177,28376 35443 26672 32427 32747 226 32754 28
1637046938366,3,25,28376 35443 26675 32429 32746 219 32750 26
1637046938367,4,98,28376 35443 26677 32430 32744 213 32746 25
1637046938366,5,139,28376 35443 26678 32431 32742 206 32743 23
1637046938367,6,85,28376 35443 26680 32432 32739 200 32741 21
1637046938366,7,1,28376 35443 26681 32433 32737 194 32740 20
1637046938367,8,30,28376 35443 26682 32434 32735 187 32739 19
1637046938368,9,77,28376 35443 26682 32434 32733 182 32740 17
1637046938368,10,0,28376 35443 26683 32434 32733 176 32741 16
1637046938368,11,1,28376 35443 26683 32434 32733 170 32743 15
1637046938369,12,0,28376 35443 26683 32434 32734 165 32746 14
1637046938369,13,0,28376 35443 26683 32434 32736 160 32749 13
1637046938369,14,0,28376 35443 26683 32434 32739 155 32754 12
1637046938370,15,2,28376 35443 26682 32434 32743 150 32759 12
1637046938370,16,91,28376 35443 26682 32434 32748 145 32764 11
1637046938370,17,97,28376 35443 26683 32435 32753 140 32768 11
1637046938370,18,49,28376 35443 26683 32435 32758 136 32774 10
1637046938371,19,24,28376 35443 26683 32435 32762 131 32780 10
1637046938371,20,202,28376 35443 26684 32436 32766 127 32786 10
1637046938371,21,169,28376 35443 26685 32436 32768 122 32792 10
1637046938372,22,85,28376 35443 26686 32437 32769 118 32797 10
1637046938372,23,1,28376 35443 26687 32437 32769 114 32802 10
1637046938372,24,30,28376 35443 26689 32439 32769 109 32807 11
1637046938373,25,77,28376 35443 26692 32440 32768 105 32811 11
1637046938373,26,0,28376 35443 26694 32442 32768 101 32814 12
1637046938373,27,2,28376 35443 26697 32444 32767 97 32817 12
1637046938374,28,0,28376 35443 26701 32446 32768 93 32820 13
1637046938374,29,0,28376 35443 26705 32448 32771 89 32822 13
1637046938374,30,0,28376 35443 26710 32451 32777 85 32824 14
1637046938375,31,0,28376 35443 26716 32454 32786 81 32826 15
1637046938375,32,0,28376 35443 26722 32457 32796 77 32827 15
1637046938375,33,0,28376 35443 26728 32461 32808 74 32829 16
1637046938375,34,0,28376 35443 26735 32466 32820 70 32831 17
1637046938380,35,0,28376 35443 26742 32470 32832 66 32832 18
1637046938380,36,0,28376 35443 26749 32475 32840 62 32834 18
1637046938380,37,0,28376 35443 26757 32480 32846 59 32836 19
1637046938380,38,17,28376 35443 26765 32485 32847 55 32838 20
1637046938380,39,1,28376 35443 26773 32490 32843 52 32840 20
1637046938380,40,30,28376 35443 26781 32494 32835 48 32842 21
1637046938380,41,79,28376 35443 26790 32499 32823 45 32844 22
1637046938380,42,0,28376 35443 26798 32503 32807 42 32846 22
1637046938380,43,3,28376 35443 26807 32508 32789 38 32848 23
1637046938380,44,0,28376 35443 26815 32513 32770 35 32851 24
1637046938380,45,0,28376 35443 26824 32517 32750 32 32853 24
1637046938380,46,0,28376 35443 26834 32522 32730 29 32856 25
1637046938412,47,0,28376 35443 26843 32526 32711 27 32858 25
1637046938412,48,0,28376 35443 26852 32531 32692 24 32861 26
1637046938412,49,0,28376 35443 26861 32535 32675 22 32863 26
1637046938412,50,0,28376 35443 26869 32540 32658 20 32865 27
1637046938412,51,0,28376 35443 26877 32545 32643 18 32866 28
1637046938412,52,0,28376 35443 26886 32550 32627 16 32868 28
1637046938412,53,0,28376 35443 26894 32555 32612 14 32868 29
1637046938412,54,17,28376 35443 26903 32560 32597 12 32868 29
1637046938412,55,1,28376 35443 26911 32566 32581 11 32868 30
1637046938412,56,10,28376 35443 26920 32571 32566 10 32867 31
1637046938412,57,79,28376 35443 26928 32577 32549 9 32865 31
1637046938412,58,0,28376 35443 26937 32582 32533 8 32862 32
1637046938416,59,4,28376 35443 26945 32588 32516 8 32858 33
1637046938416,60,0,28376 35443 26954 32593 32498 8 32853 34
1637046938416,61,0,28376 35443 26962 32598 32479 8 32848 35
1637046938416,62,0,28376 35443 26969 32602 32459 8 32841 36
1637046938416,63,0,28376 35443 26977 32606 32437 8 32832 37
1637046938416,0,111,28376 35443 26984 32610 32415 9 32823 38
1637046938416,1,65,28376 35443 26991 32614 32391 10 32813 40
1637046938416,2,177,28376 35443 26998 32617 32367 11 32803 41
1637046938416,3,25,28376 35443 27004 32621 32343 12 32792 42
1637046938416,4,98,28376 35443 27010 32624 32318 14 32780 44
1637046938416,5,139,28376 35443 27015 32628 32294 16 32769 46
1637046938416,6,85,28376 35443 27021 32631 32271 18 32759 47
1637046938416,7,1,28376 35443 27026 32635 32250 21 32748 49
1637046938419,8,30,28376 35443 27031 32638 32232 23 32739 51
1637046938419,9,77,28376 35443 27036 32641 32218 26 32730 53
1637046938419,10,0,28376 35443 27041 32644 32209 30 32722 54
1637046938419,11,1,28376 35443 27045 32647 32205 33 32715 56
1637046938419,12,0,28376 35443 27050 32650 32207 38 32710 58
1637046938419,13,0,28376 35443 27054 32653 32215 42 32707 60
1637046938419,14,0,28376 35443 27059 32656 32229 47 32705 62
1637046938419,15,2,28376 35443 27064 32659 32249 52 32704 64
1637046938419,16,91,28376 35443 27069 32662 32274 57 32705 66
1637046938419,17,97,28376 35443 27073 32665 32303 63 32707 68
1637046938419,18,49,28376 35443 27078 32668 32338 70 32710 70
1637046938421,19,24,28376 35443 27082 32670 32378 77 32714 71
1637046938422,20,202,28376 35443 27086 32673 32423 84 32720 73
1637046938421,21,169,28376 35443 27090 32676 32473 92 32727 74
1637046938422,22,85,28376 35443 27094 32678 32528 100 32734 76
1637046938421,23,1,28376 35443 27098 32681 32586 109 32743 77
1637046938422,24,30,28376 35443 27101 32683 32646 119 32752 78
1637046938441,25,77,28376 35443 27104 32685 32707 128 32762 79
1637046938441,26,0,28376 35443 27108 32686 32765 139 32771 80
1637046938441,27,2,28376 35443 27111 32689 32819 150 32781 81
1637046938471,28,0,28376 35443 27115 32691 32869 161 32792 81
1637046938471,29,0,28376 35443 27119 32694 32913 172 32802 82
1637046938471,30,0,28376 35443 27122 32697 32949 185 32812 82
1637046938472,31,0,28376 35443 27124 32700 32976 197 32821 82
1637046938472,32,0,28376 35443 27126 32703 32996 210 32829 81
1637046938472,33,0,28376 35443 27129 32705 33009 223 32836 81
1637046938472,34,0,28376 35443 27132 32707 33015 236 32841 81
1637046938474,35,0,28376 35443 27136 32709 33016 249 32846 80
1637046938474,36,0,28376 35443 27138 32711 33013 262 32849 79
1637046938474,37,0,28376 35443 27141 32714 33007 276 32850 78
1637046938500,38,17,28376 35443 27144 32716 33001 289 32850 77
1637046938500,39,1,28376 35443 27147 32718 32995 301 32849 75
1637046938500,40,30,28376 35443 27150 32720 32990 314 32847 74
1637046938502,41,79,28376 35443 27154 32722 32986 326 32844 72
1637046938502,42,0,28376 35443 27158 32724 32986 338 32840 71
1637046938502,43,3,28376 35443 27161 32725 32987 349 32836 69
1637046938530,44,0,28376 35443 27165 32727 32992 359 32832 67
1637046938530,45,0,28376 35443 27169 32728 32999 369 32828 65
1637046938530,46,0,28376 35443 27174 32730 33008 377 32824 63
1637046938532,47,0,28376 35443 27178 32731 33021 385 32820 61
1637046938532,48,0,28376 35443 27181 32732 33035 392 32816 59
1637046938532,49,0,28376 35443 27185 32733 33052 399 32812 58
1637046938532,50,0,28376 35443 27189 32734 33071 404 32808 56
1637046938575,51,0,28376 35443 27192 32734 33090 408 32803 54
1637046938575,52,0,28376 35443 27193 32734 33111 411 32799 52
1637046938575,53,0,28376 35443 27192 32732 33132 412 32794 50
1637046938577,54,17,28376 35443 27189 32729 33152 413 32789 48
1637046938577,55,1,28376 35443 27182 32724 33172 413 32783 47
1637046938577,56,10,28376 35443 27173 32719 33191 412 32778 45
1637046938577,57,79,28376 35443 27162 32711 33209 409 32773 44
1637046938577,58,0,28376 35443 27149 32703 33225 406 32768 43
1637046938577,59,4,28376 35443 27134 32692 33239 402 32764 41
1637046938578,60,0,28376 35443 27114 32680 33250 397 32760 40
1637046938578,61,0,28376 35443 27092 32666 33259 391 32756 40
1637046938578,62,0,28376 35443 27066 32651 33265 384 32752 39
1637046938619,63,0,28376 35443 27038 32635 33267 377 32750 38
1637046938619,0,111,28376 35443 27008 32617 33266 369 32747 38
1637046938619,1,65,28376 35443 26977 32599 33260 361 32746 38
1637046938619,2,177,28376 35443 26946 32580 33251 352 32745 38
1637046938621,3,25,28376 35443 26914 32561 33238 343 32744 38
1637046938622,4,98,28376 35443 26882 32541 33221 334 32744 38
1637046938621,5,139,28376 35443 26850 32522 33200 325 32744 38
1637046938622,6,85,28376 35443 26818 32503 33176 316 32744 38
1637046938621,7,1,28376 35443 26786 32485 33149 307 32745 39
1637046938622,8,30,28376 35443 26756 32467 33120 298 32746 39
1637046938624,9,77,28376 35443 26726 32451 33088 289 32747 40
1637046938624,10,0,28376 35443 26698 32436 33056 281 32748 40
1637046938624,11,1,28376 35443 26671 32421 33023 273 32749 41
1637046938665,12,0,28376 35443 26646 32408 32989 266 32750 41
1637046938665,13,0,28376 35443 26622 32396 32955 260 32751 42
1637046938665,14,0,28376 35443 26601 32385 32922 254 32751 42
1637046938666,15,2,28376 35443 26581 32375 32889 249 32751 43
1637046938666,16,91,28376 35443 26563 32366 32857 245 32751 43
1637046938666,17,97,28376 35443 26548 32358 32827 242 32750 44
1637046938666,18,49,28376 35443 26534 32351 32798 240 32749 44
1637046938668,19,24,28376 35443 26522 32346 32772 239 32747 44
1637046938668,20,202,28376 35443 26511 32341 32748 238 32745 45
1637046938668,21,169,28376 35443 26502 32338 32726 239 32742 45
1637046938710,22,85,28376 35443 26495 32334 32705 240 32738 45
1637046938710,23,1,28376 35443 26488 32332 32687 242 32735 45
1637046938710,24,30,28376 35443 26483 32330 32672 245 32731 45
1637046938711,25,77,28376 35443 26479 32328 32658 249 32727 44
1637046938711,26,0,28376 35443 26477 32327 32645 254 32723 44
1637046938711,27,2,28376 35443 26475 32326 32635 259 32719 43
1637046938712,28,0,28376 35443 26475 32327 32625 264 32714 43
1637046938712,29,0,28376 35443 26475 32327 32617 271 32710 42
1637046938712,30,0,28376 35443 26476 32328 32610 277 32705 41
1637046938713,31,0,28376 35443 26478 32330 32604 283 32701 41
1637046938713,32,0,28376 35443 26480 32332 32598 290 32697 40
1637046938713,33,0,28376 35443 26482 32334 32594 297 32692 39
1637046938713,34,0,28376 35443 26485 32337 32591 303 32689 38
1637046938755,35,0,28376 35443 26489 32340 32589 310 32685 36
1637046938755,36,0,28376 35443 26494 32344 32588 316 32682 35
1637046938755,37,0,28376 35443 26499 32347 32589 322 32679 34
1637046938757,38,17,28376 35443 26504 32351 32591 327 32677 33
1637046938757,39,1,28376 35443 26510 32354 32594 331 32675 32
1637046938757,40,30,28376 35443 26516 32357 32598 335 32674 30
1637046938757,41,79,28376 35443 26523 32361 32604 339 32673 29
1637046938757,42,0,28376 35443 26530 32364 32611 341 32673 28
1637046938757,43,3,28376 35443 26537 32368 32619 343 32674 27
1637046938759,44,0,28376 35443 26544 32372 32628 343 32675 26
1637046938759,45,0,28376 35443 26552 32376 32639 343 32677 25
1637046938759,46,0,28376 35443 26560 32380 32650 342 32679 24
1637046938831,47,0,28376 35443 26567 32384 32662 340 32682 23
1637046938831,48,0,28376 35443 26574 32389 32675 338 32686 23
1637046938831,49,0,28376 35443 26581 32394 32688 334 32690 22
1637046938831,50,0,28376 35443 26588 32399 32703 329 32695 22
1637046938833,51,0,28376 35443 26596 32404 32719 324 32700 21
1637046938834,52,0,28376 35443 26605 32409 32736 318 32705 21
1637046938834,53,0,28376 35443 26613 32414 32754 311 32711 21
1637046938833,54,17,28376 35443 26622 32419 32772 303 32717 22
1637046938834,55,1,28376 35443 26631 32425 32791 295 32723 22
1637046938834,56,10,28376 35443 26639 32430 32812 287 32729 23
1637046938833,57,79,28376 35443 26647 32435 32832 277 32735 23
1637046938834,58,0,28376 35443 26655 32439 32853 268 32741 24
1637046938834,59,4,28376 35443 26663 32443 32873 258 32746 25
1637046938836,60,0,28376 35443 26670 32446 32892 248 32752 27
1637046938836,61,0,28376 35443 26677 32450 32911 237 32757 28
1637046938836,62,0,28376 35443 26683 32453 32928 227 32762 30
1637046938836,63,0,28376 35443 26690 32455 32944 216 32766 31
1637046938836,0,111,28376 35443 26695 32458 32958 205 32769 33
1637046938836,1,65,28376 35443 26700 32461 32970 195 32773 35
1637046938836,2,177,28376 35443 26705 32463 32980 184 32776 37
1637046938875,3,25,28376 35443 26709 32465 32988 174 32778 40
1637046938875,4,98,28376 35443 26712 32467 32994 164 32780 42
1637046938875,5,139,28376 35443 26715 32469 32996 154 32781 44
1637046938877,6,85,28376 35443 26717 32471 32996 145 32781 47
1637046938877,7,1,28376 35443 26719 32472 32994 136 32780 49
1637046938877,8,30,28376 35443 26720 32473 32988 128 32780 52
1637046938877,9,77,28376 35443 26721 32474 32979 119 32778 54
1637046938877,10,0,28376 35443 26722 32475 32969 112 32776 56
1637046938877,11,1,28376 35443 26723 32475 32955 105 32774 59
1637046938921,12,0,28376 35443 26724 32475 32940 98 32772 61
1637046938921,13,0,28376 35443 26725 32475 32924 92 32770 63
1637046938921,14,0,28376 35443 26726 32475 32906 87 32768 65
1637046938922,15,2,28376 35443 26726 32475 32888 82 32766 66
1637046938923,16,79,28376 35443 26727 32475 32870 78 32763 68
1637046938922,17,97,28376 35443 26728 32475 32852 74 32760 69
1637046938923,18,48,28376 35443 26730 32475 32835 72 32758 70
1637046938922,19,24,28376 35443 26731 32476 32820 69 32755 71
1637046938923,20,202,28376 35443 26733 32477 32807 68 32752 72
1637046938922,21,195,28376 35443 26736 32478 32797 67 32750 72
1637046938925,22,85,28376 35443 26738 32480 32789 66 32748 73
1637046938925,23,1,28376 35443 26741 32482 32783 67 32746 73
1637046938925,24,30,28376 35443 26745 32484 32780 68 32744 72
1637046938965,25,77,28376 35443 26748 32486 32780 69 32742 72
1637046938965,26,0,28376 35443 26752 32489 32782 71 32741 71
1637046938965,27,2,28376 35443 26756 32492 32785 73 32740 70
1637046938967,28,0,28376 35443 26761 32495 32791 76 32740 69
1637046938967,29,0,28376 35443 26766 32499 32797 79 32740 67
1637046938967,30,0,28376 35443 26771 32503 32804 83 32741 65
1637046938968,31,0,28376 35443 26776 32507 32811 87 32742 63
1637046938968,32,0,28376 35443 26783 32511 32818 91 32744 61
1637046938968,33,0,28376 35443 26789 32515 32823 95 32745 59
1637046938968,34,0,28376 35443 26796 32520 32827 100 32748 56
1637046939010,35,0,28376 35443 26803 32524 32830 104 32750 54
1637046939010,36,0,28376 35443 26810 32529 32830 109 32752 51
1637046939010,37,0,28376 35443 26816 32533 32829 114 32754 48
1637046939011,38,17,28376 35443 26823 32537 32825 118 32756 45
1637046939011,39,1,28376 35443 26830 32542 32819 123 32758 42
1637046939011,40,30,28376 35443 26836 32546 32811 127 32760 39
1637046939012,41,79,28376 35443 26841 32551 32801 131 32761 36
1637046939012,42,0,28376 35443 26846 32556 32789 135 32762 33
1637046939012,43,3,28376 35443 26852 32561 32776 138 32763 30
1637046939013,44,0,28376 35443 26858 32566 32763 141 32763 28
1637046939013,45,0,28376 35443 26865 32571 32748 143 32763 25
1637046939013,46,0,28376 35443 26872 32576 32733 146 32762 22
1637046939055,47,0,28376 35443 26880 32581 32718 147 32761 19
1637046939055,48,0,28376 35443 26887 32586 32703 148 32760 17
1637046939055,49,0,28376 35443 26896 32591 32689 149 32758 14
1637046939055,50,0,28376 35443 26904 32596 32677 149 32756 12
1637046939057,51,0,28376 35443 26913 32601 32666 149 32754 10
1637046939058,52,0,28376 35443 26921 32605 32658 148 32752 8
1637046939057,53,0,28376 35443 26929 32610 32652 147 32749 7
1637046939058,54,17,28376 35443 26938 32614 32650 145 32748 5
1637046939057,55,1,28376 35443 26946 32618 32650 143 32746 4
1637046939058,56,10,28376 35443 26954 32623 32653 140 32745 3
1637046939059,57,79,28376 35443 26963 32627 32659 137 32744 2
1637046939059,58,0,28376 35443 26971 32632 32668 134 32744 1
1637046939059,59,4,28376 35443 26979 32636 32679 130 32745 0
1637046939100,60,0,28376 35443 26987 32641 32693 126 32746 0
1637046939100,61,0,28376 35443 26995 32646 32707 121 32749 0
1637046939100,62,0,28376 35443 27003 32651 32723 116 32752 0
1637046939102,63,0,28376 35443 27012 32655 32739 111 32756 0
1637046939102,0,111,28376 35443 27020 32660 32755 106 32760 0
1637046939102,1,65,28376 35443 27028 32665 32770 101 32765 0
1637046939102,2,177,28376 35443 27036 32670 32785 96 32768 0
1637046939103,3,25,28376 35443 27044 32675 32799 90 32773 1
1637046939103,4,98,28376 35443 27052 32680 32811 85 32778 1
1637046939103,5,139,28376 35443 27059 32685 32823 80 32783 2
1637046939145,6,85,28376 35443 27066 32689 32833 75 32787 3
1637046939145,7,1,28376 35443 27072 32693 32841 70 32791 4
1637046939145,8,30,28376 35443 27079 32698 32848 65 32795 5
1637046939146,9,77,28376 35443 27085 32702 32853 60 32798 6
1637046939146,10,0,28376 35443 27092 32705 32856 56 32800 7
1637046939146,11,1,28376 35443 27097 32709 32857 52 32802 8
1637046939147,12,0,28376 35443 27103 32712 32857 48 32804 9
1637046939147,13,0,28376 35443 27108 32715 32854 44 32805 10
1637046939147,14,0,28376 35443 27113 32718 32849 41 32805 11
1637046939148,15,2,28376 35443 27118 32721 32843 38 32805 12
1637046939148,16,79,28376 35443 27122 32724 32836 36 32805 13
1637046939148,17,97,28376 35443 27126 32727 32828 34 32804 14
1637046939148,18,48,28376 35443 27131 32730 32819 32 32803 15
1637046939221,19,24,28376 35443 27134 32733 32811 31 32801 15
1637046939221,20,202,28376 35443 27137 32736 32803 30 32800 16
1637046939221,21,195,28376 35443 27139 32739 32796 29 32797 17
1637046939222,22,85,28376 35443 27143 32742 32790 29 32795 18
1637046939223,23,1,28376 35443 27146 32745 32785 29 32792 18
1637046939222,24,30,28376 35443 27150 32747 32782 29 32790 19
1637046939223,25,77,28376 35443 27154 32750 32781 30 32788 19
1637046939222,26,0,28376 35443 27158 32752 32781 31 32785 20
1637046939223,27,2,28376 35443 27162 32754 32783 32 32783 20
1637046939224,28,0,28376 35443 27166 32757 32786 33 32781 21
1637046939225,29,0,28376 35443 27171 32759 32792 35 32780 21
1637046939224,30,0,28376 35443 27175 32762 32800 36 32779 21
1637046939225,31,0,28376 35443 27180 32765 32809 38 32778 21
1637046939224,32,0,28376 35443 27185 32768 32820 40 32779 21
1637046939225,33,0,28376 35443 27189 32770 32830 43 32779 22
1637046939224,34,0,28376 35443 27193 32773 32840 45 32780 22
1637046939226,35,0,28376 35443 27198 32775 32848 47 32782 22
1637046939226,36,0,28376 35443 27201 32777 32852 49 32784 22
1637046939226,37,0,28376 35443 27205 32779 32851 52 32786 22
1637046939265,38,17,28376 35443 27209 32782 32844 54 32788 22
1637046939265,39,1,28376 35443 27212 32784 32831 56 32789 22
1637046939265,40,30,28376 35443 27215 32786 32811 58 32791 22
1637046939266,41,79,28376 35443 27218 32788 32785 60 32791 22
1637046939267,42,0,28376 35443 27222 32790 32755 62 32791 22
1637046939266,43,3,28376 35443 27225 32792 32719 64 32790 22
1637046939267,44,0,28376 35443 27228 32794 32680 65 32788 22
1637046939266,45,0,28376 35443 27232 32796 32641 67 32785 22
1637046939267,46,0,28376 35443 27236 32798 32603 68 32781 22
1637046939311,47,0,28376 35443 27240 32800 32569 69 32777 22
1637046939311,48,0,28376 35443 27244 32803 32541 70 32771 22
1637046939311,49,0,28376 35443 27249 32806 32519 70 32766 22
1637046939311,50,0,28376 35443 27253 32809 32506 71 32760 22
1637046939312,51,0,28376 35443 27259 32812 32502 71 32753 22
1637046939312,52,0,28376 35443 27264 32816 32508 71 32746 22
1637046939312,53,0,28376 35443 27269 32819 32522 71 32740 22
1637046939312,54,17,28376 35443 27275 32822 32544 71 32734 22
1637046939312,55,1,28376 35443 27280 32825 32574 70 32729 22
1637046939312,56,10,28376 35443 27285 32828 32609 70 32725 22
1637046939314,57,79,28376 35443 27291 32831 32650 69 32722 22
1637046939314,58,0,28376 35443 27297 32834 32696 68 32720 22
1637046939314,59,4,28376 35443 27302 32837 32745 67 32720 22
1637046939357,60,0,28376 35443 27307 32840 32795 67 32721 21
1637046939357,61,0,28376 35443 27312 32842 32848 66 32723 21
1637046939357,62,0,28376 35443 27315 32844 32901 65 32726 21
1637046939360,63,0,28376 35443 27318 32845 32955 64 32730 21
1637046939360,0,111,28376 35443 27319 32845 33008 63 32735 21
1637046939361,1,65,28376 35443 27318 32845 33059 63 32740 21
1637046939360,2,177,28376 35443 27316 32843 33108 62 32746 21
1637046939360,3,25,28376 35443 27311 32841 33154 62 32752 21
1637046939361,4,98,28376 35443 27306 32836 33195 62 32758 21
1637046939360,5,139,28376 35443 27297 32829 33232 62 32764 21
1637046939360,6,85,28376 35443 27285 32821 33265 63 32770 20
1637046939361,7,1,28376 35443 27270 32811 33291 63 32777 20
1637046939360,8,30,28376 35443 27253 32800 33311 64 32784 20
1637046939401,9,77,28376 35443 27232 32787 33325 66 32791 20
1637046939401,10,0,28376 35443 27210 32773 33332 67 32798 20
1637046939401,11,1,28376 35443 27187 32758 33333 69 32805 20
1637046939402,12,0,28376 35443 27163 32742 33326 71 32812 20
1637046939403,13,0,28376 35443 27136 32725 33312 73 32817 20
1637046939402,14,0,28376 35443 27108 32708 33293 76 32822 20
1637046939403,15,2,28376 35443 27079 32691 33267 79 32827 20
1637046939402,16,79,28376 35443 27049 32673 33235 83 32830 20
1637046939403,17,97,28376 35443 27019 32656 33199 87 32833 20
1637046939402,18,48,28376 35443 26988 32638 33160 91 32835 20
1637046939476,19,24,28376 35443 26959 32621 33117 95 32836 20
1637046939476,20,202,28376 35443 26930 32605 33073 100 32836 20
1637046939476,21,195,28376 35443 26902 32589 33027 106 32835 21
1637046939477,22,85,28376 35443 26876 32575 32980 112 32834 21
1637046939478,23,1,28376 35443 26851 32561 32935 118 32832 21
1637046939477,24,30,28376 35443 26827 32548 32890 125 32830 21
1637046939478,25,77,28376 35443 26806 32536 32847 132 32828 22
1637046939477,26,0,28376 35443 26786 32525 32806 140 32825 22
1637046939478,27,2,28376 35443 26768 32516 32768 148 32822 22
1637046939479,28,0,28376 35443 26752 32507 32734 157 32818 23
1637046939479,29,0,28376 35443 26738 32500 32701 166 32815 23
1637046939479,30,0,28376 35443 26726 32494 32670 175 32811 23
1637046939521,31,0,28376 35443 26716 32490 32642 185 32807 24
1637046939521,32,0,28376 35443 26708 32486 32615 195 32803 24
1637046939521,33,0,28376 35443 26703 32484 32590 206 32798 25
1637046939521,34,0,28376 35443 26699 32483 32564 216 32793 25
1637046939522,35,0,28376 35443 26697 32482 32539 227 32788 26
1637046939523,36,0,28376 35443 26696 32483 32515 238 32782 26
1637046939522,37,0,28376 35443 26697 32484 32491 249 32776 27
1637046939523,38,17,28376 35443 26699 32486 32467 260 32769 28
